time,conc,location,lat,long
2021-08-10 21:00:00,56.92466666666667,PurpleAir-0,31.501559,74.306762
2021-08-10 22:00:00,57.1925,PurpleAir-0,31.501559,74.306762
2021-08-10 23:00:00,63.573,PurpleAir-0,31.501559,74.306762
2021-08-11 00:00:00,87.0345,PurpleAir-0,31.501559,74.306762
2021-08-11 01:00:00,84.74533333333335,PurpleAir-0,31.501559,74.306762
2021-08-11 02:00:00,79.744,PurpleAir-0,31.501559,74.306762
2021-08-11 03:00:00,79.1765,PurpleAir-0,31.501559,74.306762
2021-08-11 04:00:00,77.45866666666666,PurpleAir-0,31.501559,74.306762
2021-08-11 05:00:00,91.539,PurpleAir-0,31.501559,74.306762
2021-08-11 06:00:00,103.174,PurpleAir-0,31.501559,74.306762
2021-08-11 07:00:00,84.3895,PurpleAir-0,31.501559,74.306762
2021-08-11 08:00:00,66.822,PurpleAir-0,31.501559,74.306762
2021-08-11 09:00:00,49.81952107279693,PurpleAir-0,31.501559,74.306762
2021-08-11 10:00:00,49.48692105263158,PurpleAir-0,31.501559,74.306762
2021-08-11 11:00:00,34.42833333333333,PurpleAir-0,31.501559,74.306762
2021-08-11 12:00:00,31.668333333333337,PurpleAir-0,31.501559,74.306762
2021-08-11 13:00:00,31.260172413793104,PurpleAir-0,31.501559,74.306762
2021-08-11 14:00:00,32.285,PurpleAir-0,31.501559,74.306762
2021-08-11 15:00:00,32.92325,PurpleAir-0,31.501559,74.306762
2021-08-11 16:00:00,39.26714285714286,PurpleAir-0,31.501559,74.306762
2021-08-11 17:00:00,39.16016666666667,PurpleAir-0,31.501559,74.306762
2021-08-11 18:00:00,39.32833333333333,PurpleAir-0,31.501559,74.306762
2021-08-11 19:00:00,40.8965,PurpleAir-0,31.501559,74.306762
2021-08-11 20:00:00,45.56733333333334,PurpleAir-0,31.501559,74.306762
2021-08-11 21:00:00,49.5755,PurpleAir-0,31.501559,74.306762
2021-08-11 22:00:00,50.07483333333333,PurpleAir-0,31.501559,74.306762
2021-08-11 23:00:00,64.19733333333333,PurpleAir-0,31.501559,74.306762
2021-08-12 00:00:00,56.79766666666667,PurpleAir-0,31.501559,74.306762
2021-08-12 01:00:00,49.89933333333333,PurpleAir-0,31.501559,74.306762
2021-08-12 02:00:00,51.35866666666666,PurpleAir-0,31.501559,74.306762
