Date,Met Station,Dental College,Townhall,EPA Gulberg,Mobile Barkat Market,Mobile Gulberg,DHA Phase 8,Dha Phase 6,Akbar Chok,Green Town,College Road,QA Industrial Estate,Townhall,Gajjumata,Dillu Kurd,Samad Parel,Bubtian Chok,Green Fort,Rafaqat Chok,Shahdarah Chok,Atarti Industrial Estate,Kamahan Ashyana,Kot Lakhpat,Mobile Qurtaba,Shimla Pahari,Wagha Town,Bedian Road,UOP,TNB
9/12/2019,,80.854,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2019,,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/2019,,75.161,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2019,,98.408,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2019,,78.208,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2019,,77.029,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2019,,75.878,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2019,,73.292,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2019,35.042,69.213,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/2019,,76.952,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2019,,100.838,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2019,,62.935,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2019,,61.885,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2019,24.9,65,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2019,27.7,112.318,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2019,30.699,98.713,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2019,17.723,68.805,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2019,20.553,37.284,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2019,34.189,76.295,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2020,20.179,23.981,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/2020,23.34,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2020,29.9,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2020,7.09,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2020,7.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2020,17.193,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/14/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/2020,3.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020,8.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020,15.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2020,9.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2020,10.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2020,15.086,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020,3.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2020,9.628,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2020,3.585,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020,2.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020,2.363,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2020,22.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2020,16.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/2020,53.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2020,16.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2020,9.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2020,7.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/2020,16.788,,,,,,,,,,,,,,,,,,,,,,,,,84.565,,,
8/9/2020,19.625,,,,,,,,,,,,,,,,,,,,,,,,,81.766,,,
8/10/2020,13.758,,,,,,,,,,,,,,,,,,,,,,,,,93.07,,,
8/11/2020,28.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2020,18.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2020,22.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2020,10.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2020,11.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2020,11.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2020,16.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2020,18.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/2020,15.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2020,12.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,12.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,12.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2020,58.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2020,50.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2020,46.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2020,51.504,,,,,,,,267.11,298,,,,,,,,,,,,,,,,,,,
12/5/2020,54.537,,,,,,,,287.47,289.5,,,,,,,,,,,,,,,,,,,
12/6/2020,48.189,,,,,,,,272.25,,221.57,,,,,,,,,,,,,,,,,,
12/7/2020,57.752,,,,,,,,,304.375,334,,,,,,,,,,,,,,,,,,
12/8/2020,40.725,,,,,,,,364.71,229.625,,,,,,,,,,,,,,,,,,,
12/9/2020,42.897,,,,,,,,122.75,,,96.5,,,,,,,,,,,,,,,,,
12/10/2020,25.554,,,,,,,,172.25,,,173.71,,,,,,,,,,,,,,,,,
12/11/2020,35.775,,,,,,,,273.875,,,164.363,,,,,,,,,,,,,,,,,
12/12/2020,29.033,,,,,,,,,,,59.1,,,,,,,,,,,,,,,,,
12/13/2020,13.061,,,,,,,,,,,46.28,,,,,,,,,,,,,,152.3,,,
12/14/2020,14.841,,,,,,,,,,,,,,,,,,,,,,,,,151.409,,,
12/15/2020,16.514,,,,,,,,,,,,,,,,,,,,,,,,,127.428,,,
12/16/2020,20.144,,,,,,,,,,,,,,,,,,,,,,,,,115.55,,,
12/17/2020,22.169,,,,,,,,,,,,,,,,,,,,,,,,,145.105,,,
12/18/2020,40.48,,,,,,,,,,,,,,,,,,,,,,,,,303,,,
12/19/2020,40.523,,,,,,,,,,,,,,,,,,,,,,,,,245.062,,,
12/20/2020,56.657,,,,,,,,,,,,,,,,,,,,,,,,,233.579,,,
12/21/2020,51.197,,,,,,,,,,,,,,,,,,,,,,,,,330.739,,,
12/22/2020,51.563,,,,,,,,,,,,,,,,,,,,,,,,,361.869,,,
12/23/2020,69.548,,,,,,,,,,,,,,,,,,,,,,,,,291.143,,,
12/24/2020,41.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/25/2020,64.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/26/2020,48.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/27/2020,66.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2020,24.879,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2020,20.981,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2020,31.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2020,46.972,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2020,77.961,102,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2020,89.976,100.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2020,83.089,144.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2020,94.609,55,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/2020,108.547,240.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2020,91.302,155.031,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/2020,101.066,222.011,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/11/2020,51.833,56.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,52.098,151.019,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/13/2020,50.12,60.487,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/2020,46.014,89.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2020,38.805,56.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/2020,36.119,47.224,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2020,39.529,221.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2020,70.79,80,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2020,60.6,218.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2020,48.736,79.001,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2020,24.699,46.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2020,59.145,45.001,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/23/2020,60.749,46.114,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/24/2020,71.637,205.001,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/25/2020,67.866,169.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/26/2020,73.526,169.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/27/2020,67.065,137,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2020,67.957,138.002,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/29/2020,25.466,109.241,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2020,60.847,145.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2020,65.664,244.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2020,72.635,269.783,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2020,56.156,260.192,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2020,72.451,153.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2020,47.011,153.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2020,32.145,104.415,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2020,49.056,152.313,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2020,103.45,171.892,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2020,,192.721,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2020,30.154,72.754,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2020,29.54,72.541,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2020,33.452,55.987,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2020,55.987,141.954,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/2020,111.566,245.478,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/2020,109.75,379.637,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2020,,305.211,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/20/2020,73.257,94,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2020,50.756,94.242,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/22/2020,45.957,131.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/2020,52.123,173.099,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/24/2020,64.978,45.174,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2020,84.078,45.257,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2020,108.124,98.001,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/28/2020,57.37,97.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/2020,50.923,160.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2020,64.788,167.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2020,65.288,89,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/2020,22.794,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2020,24.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/20/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/21/2020,,,,,,,,,,,,,,,,,,,,,,,,,,31.65,,,
7/22/2020,,,,,,,,,,,,,,,,,,,,,,,,,,112.3456,,,
7/28/2020,14.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2020,16.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2020,16.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2020,24.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2020,37.24,108.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/2020,50.068,35.514,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2020,35.194,15.001,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2020,15.672,17.014,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2020,17.837,17.837,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/2020,35.931,29.099,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/2020,56.34,56.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2020,147.001,64.989,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2020,52.076,84.451,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2020,54.822,79.147,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2020,60.216,87.295,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/2020,56.933,109,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2020,57.525,81.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2020,33.828,35.098,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2020,50.034,40.179,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2020,18.883,18.883,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/2020,20.16,16.001,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/27/2020,14.744,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/2020,18.354,23.001,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2020,25.463,29.547,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/2020,43.861,122.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2020,30.134,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2020,24.285,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/2020,47.865,56.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/2020,22.854,29.001,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2020,16.248,29.015,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2020,18.434,37.224,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2020,29.325,39.628,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2020,26.788,39.621,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2020,46.684,,,,,,,,,,,,162.1,,,,,,,,,,,,,,,,
11/2/2020,52.102,,,,,,,,,,,,192.1,,,,,,,,,,,,,,,,
11/3/2020,52.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2020,53.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2020,69.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2020,69.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2020,78.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2020,95.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2020,38.599,,,,,154.3,,,,,,,,,,,,,,,,,,,,,,,
11/13/2020,58.141,,,,,119.756,,,,,,,,,,,,,,,,,,,,,,,
11/14/2020,63.734,,,,,,,,,,,,,211.4,386.6,,,,,,,,,,,,,,
11/15/2020,78.131,,,,,,,,,,,384.4,,,,399.625,,,,,,,,,,,,,
11/16/2020,59.023,,,,,,,,,,,90,,,,,,,,,,,,,,,,,
11/17/2020,20.949,,,,,68.25,,,,,,76.461,,,,,,,,,,,,,,,,,
11/18/2020,23.349,,,,,78.143,,,,,,,,,,,,,,,,,,,,,,,
11/19/2020,34.621,,,,,,,,,,,34.621,,,,,,,,,,,,,,,,,
11/20/2020,43.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2020,43.893,,,,,,,,,,,,,,,,137.375,165,,,,,,,,,,,
11/22/2020,29.758,,,,,,,,,,,,,,,,113.75,,161.1,,,,,,,,,,
11/23/2020,39.372,,,,,,,,,,,,,,,,,,179,311.33,,,,,,,,,
11/24/2020,59.378,,,,,195.5,,,,,,,,,,,,,,,,,,,,,,,
11/25/2020,,,,,,98.444,,,,,,,,,,,,,,,238.333,,,,,,,,
11/26/2020,47.271,,,,,,,,,,,,,,,,,,,,158.1,306,,,,,,,
11/27/2020,32.406,,,,,108.2,,,,,,,,,,,,,,,,166.875,,,,,,,
11/28/2020,25.159,,,,,77.076,,,,,,182,,,,,,,,,,,,,,,,,
11/29/2020,35.429,,,,,,,,,132.8,184.22,,,,,,,,,,,,,,,,,,
11/30/2020,47.313,,,,,,,,329,,194.375,,,,,,,,,,,,,,,,,,
10/6/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2020,25.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2020,19.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2020,25.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2020,30.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2020,19.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2020,28.477,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/13/2020,43.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2020,33.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2020,37.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2020,34.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2020,44.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2020,32.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2020,32.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2020,42.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2020,57.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2020,51.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2020,56.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2020,53.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2020,28.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2020,35.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2020,35.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2020,56.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2020,64.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2020,46.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2020,2.611,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/2021,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2021,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2021,,,,58.8,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2021,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2021,,,,61.4,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2021,,,,44.5,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2021,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2021,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2021,,,,137,,,134,,,,,,,,,,,,,,,,,,,,,,
12/2/2021,,,,117,,,122,,,,,,,,,,,,,,,,,,,,,,
12/3/2021,,,,113,,,121,,,,,,,,,,,,,,,,,,,,,,
12/4/2021,,,,131,,,130,,,,,,,,,,,,,,,,,,,,,,
12/5/2021,,,,121,,,127,,,,,,,,,,,,,,,,,,,,,,
12/6/2021,,,,110,,,123,,,,,,,,,,,,,,,,,,,,,,
12/7/2021,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2021,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2021,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2021,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2021,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2021,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,
12/13/2021,,,,111,,,,,,,,,,,,,,,,138.66,,,,,,,,,
12/14/2021,,,,118,,,,,,,,,,,,,,,,190,,,,,,,,,
12/15/2021,,,,141,,,,171,,,,,,,,,,,,,,,,,,,,,
12/16/2021,,,,165,,,,,,,,,,,,,,180,,,,,,,,,,,
12/17/2021,,,,182,,,,,,,,,,,,,,273,,,,,,,,,,,
12/18/2021,,,,243,,,,,,,,,,,,,,,,,,,,,,,,,
12/19/2021,,,,230,,,,,,,,,,,,,,,,,,,,,,,,,
12/20/2021,,,,230,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/2021,,,,257,,,,,,,,,,,,,,,,,,,,,,,,,
12/22/2021,,,,265,,,,,,,,,,,,,,,,,,,,,,,,,
12/23/2021,,,,251,,,,,,,,,,,,,,,,,,,,,,,,,
12/24/2021,,,,247,,,,,,,,,,,,,,,,,,,,,,,,,
12/25/2021,,,,266,,,,,,,,,,,,,,,,,,,,,,,,,
12/26/2021,,,,269,,,,,,,,,,,,,,,,,,,,,,,,,
12/27/2021,,,,310,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2021,,,,230,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2021,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2021,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2021,,,,155,,,,,,,,,,,,,,,,,,,,,,,,,
2/24/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/25/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2021,57.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2021,56.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2021,19.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2021,20.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2021,13.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2021,8.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2021,14.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2021,20.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2021,21.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2021,30.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2021,36.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2021,48.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/2021,35.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/2021,55.964,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/17/2021,38.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/2021,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/2021,38.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/20/2021,18.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2021,24.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2021,,,,101.11,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2021,,,,241,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2021,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2021,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2021,,,,153,,,,,,,,,,,,,,,,,,,,,244,,,,
11/6/2021,,,,,,,,,,,,,,,,,,,,,,,,,299,,,,
11/7/2021,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2021,,,,105.66,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2021,,,,,,,,,,,,,,,,,,,,,,,124.75,,,,,,
11/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,144,,
11/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,
11/13/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,
11/14/2021,,,,108.45,,,,,,133,,,,,,,,,,,,,,,,,,,
11/15/2021,,,,122,,,,,,65,,,,,,,,,,,,,,,,,,,
11/16/2021,,,,162,,,,,,154,,,,,,,,,,,,,,,,,,,
11/17/2021,,,,,,,,,,137,,,,,,,,,,,,,,,,,,,129.57
11/18/2021,,,,,,,,,,139.9,,,,,,,,,,,,,,,,,,,138
11/19/2021,,,,,,,,,,138,,,,,,,,,,,,,,,,,,,
11/20/2021,,,,,,,,,,170,,,,,,,,,,,,,,,185,,,,
11/21/2021,,,,137,,,,,,,,,,,,,,,,,,,,,175,,,,
11/22/2021,,,,130,,,,,,,,,,,,,,,,,,,,,140,,,,
11/23/2021,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2021,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,
11/25/2021,,,,115,,,,,,,,,,,,,,,,,,,,,,,,131,
11/26/2021,,,,135,,,,,,,,,,,,,,,,,,,,,,,,168,
11/27/2021,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2021,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2021,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2021,,,,140,,,,161,,,,,,,,,,,,,,,,,,,,,
10/2/2021,,,,66.8,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/2021,,,,19.5,,,,,,,,,,,,,,,,,,,,,,,,,
