id,left,top,right,bottom,OBJECTID,PROVINCE,DISTRICT,Shape_Leng,ADMIN_UNIT,Shape_Le_1,Shape_Le_2,Shape_Area,Houses,road_length,road_count,NTLsum,Populationsum,lat,long,AQI,name
"32",8248404.74589469,3690757.53433227,8253404.74589469,3685757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,0,11774.459476,21,418,22819.8672010899,,,,
"33",8248404.74589469,3685757.53433227,8253404.74589469,3680757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,0,20725.2150120454,31,591,39454.9035773277,,,,
"34",8248404.74589469,3680757.53433227,8253404.74589469,3675757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,668,30587.6635269547,40,1039,100386.840544224,,,,
"162",8303404.74589469,3700757.53433227,8308404.74589469,3695757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,0,10976.7069545512,34,65,3969.93715190887,,,,
"163",8303404.74589469,3695757.53433227,8308404.74589469,3690757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,0,53260.7095826225,195,539,25401.9679131508,,,,
"164",8303404.74589469,3690757.53433227,8308404.74589469,3685757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,0,47104.0150384719,96,396,13309.2046513557,,,,
"165",8303404.74589469,3685757.53433227,8308404.74589469,3680757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,0,914.268082523274,3,2.07872463268593,142.204648971558,,,,
"153",8298404.74589469,3685757.53433227,8303404.74589469,3680757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,0,26037.2801534018,31,333,17304.2181520462,,,,
"154",8298404.74589469,3680757.53433227,8303404.74589469,3675757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,0,2285.57242144474,2,38,824.376942157745,,,,
"160",8303404.74589469,3710757.53433227,8308404.74589469,3705757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,0,11328.4153134375,15,125,2272.59260368347,,,,
"161",8303404.74589469,3705757.53433227,8308404.74589469,3700757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,0,30563.056835138,46,366,5407.68728494644,,,,
"174",8308404.74589469,3700757.53433227,8313404.74589469,3695757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,0,9.79239706258687,1,0.0873492318995774,0,,,,
"175",8308404.74589469,3695757.53433227,8313404.74589469,3690757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,0,13979.7093886962,8,85,970.184756755829,,,,
"176",8308404.74589469,3690757.53433227,8313404.74589469,3685757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,0,8337.87388789436,7,99,0,,,,
"138",8293404.74589469,3700757.53433227,8298404.74589469,3695757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,18,72020.0707949333,136,500,37689.5931558609,,,,
"139",8293404.74589469,3695757.53433227,8298404.74589469,3690757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,1866,88579.2678416476,283,721,42169.0898756981,,,,
"140",8293404.74589469,3690757.53433227,8298404.74589469,3685757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,31,80380.9193282356,152,560,32877.9895348549,,,,
"141",8293404.74589469,3685757.53433227,8298404.74589469,3680757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,0,39690.974799017,30,331,19749.6446428299,,,,
"134",8293404.74589469,3720757.53433227,8298404.74589469,3715757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,490,30933.1065624767,74,479,17224.7875185013,,,,
"135",8293404.74589469,3715757.53433227,8298404.74589469,3710757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,0,60432.7220740728,140,810,44139.7240185738,,,,
"136",8293404.74589469,3710757.53433227,8298404.74589469,3705757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,195,89229.3016437607,279,733,57628.2142839432,,,,
"137",8293404.74589469,3705757.53433227,8298404.74589469,3700757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,2,79016.6565532439,159,693,47626.4528570175,,,,
"149",8298404.74589469,3705757.53433227,8303404.74589469,3700757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,0,51568.3889011313,84,558,23299.8418312073,,,,
"150",8298404.74589469,3700757.53433227,8303404.74589469,3695757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,0,63372.4472553489,96,332,14663.2883229256,,,,
"151",8298404.74589469,3695757.53433227,8303404.74589469,3690757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,0,34332.3977267786,68,484,22897.1394987106,,,,
"152",8298404.74589469,3690757.53433227,8303404.74589469,3685757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,0,79067.2617745361,251,449,36765.793056488,,,,
"142",8293404.74589469,3680757.53433227,8298404.74589469,3675757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,0,18826.0979998245,22,166,8948.64157295227,,,,
"146",8298404.74589469,3720757.53433227,8303404.74589469,3715757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,0,170.452419453127,1,5.32011442647891,109.053465843201,,,,
"147",8298404.74589469,3715757.53433227,8303404.74589469,3710757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,0,20308.4393571434,40,285,24642.1721944809,,,,
"148",8298404.74589469,3710757.53433227,8303404.74589469,3705757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,0,76614.1426990748,166,693,35397.3210935593,,,,
"120",8283404.74589469,3670757.53433227,8288404.74589469,3665757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,0,104.744911889735,1,2.29634182811568,55.5401477813721,,,,
"121",8288404.74589469,3725757.53433227,8293404.74589469,3720757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,0,16493.3537532729,16,250,14536.7923126221,,,,
"122",8288404.74589469,3720757.53433227,8293404.74589469,3715757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,0,64848.2050280168,153,665,39572.2828354836,,,,
"123",8288404.74589469,3715757.53433227,8293404.74589469,3710757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,7224,112265.873243812,490,1285,57916.5739970207,,,,
"116",8283404.74589469,3690757.53433227,8288404.74589469,3685757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,20814,141464.203121209,528,1263,53541.8622636795,,,,
"117",8283404.74589469,3685757.53433227,8288404.74589469,3680757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,259,42578.1494761419,50,627,31969.1634755135,,,,
"118",8283404.74589469,3680757.53433227,8288404.74589469,3675757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,0,33359.3088409422,26,500,22248.360717535,,,,
"119",8283404.74589469,3675757.53433227,8288404.74589469,3670757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,334,43636.9181067695,148,408,18471.9475476742,,,,
"128",8288404.74589469,3690757.53433227,8293404.74589469,3685757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,5251,132293.703975122,505,1294,79501.0934505463,,,,
"129",8288404.74589469,3685757.53433227,8293404.74589469,3680757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,271,45294.97120623,68,647,35535.4163565636,,,,
"130",8288404.74589469,3680757.53433227,8293404.74589469,3675757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,0,13219.168180839,33,192,8287.38563299179,,,,
"133",8293404.74589469,3725757.53433227,8298404.74589469,3720757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,0,2235.9772179323,1,78,4092.48718595505,,,,
"124",8288404.74589469,3710757.53433227,8293404.74589469,3705757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,5276,259543.288204575,1174,1254,159849.459442139,,,,
"125",8288404.74589469,3705757.53433227,8293404.74589469,3700757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,9878,126255.390769461,530,1357,62130.7216911316,,,,
"126",8288404.74589469,3700757.53433227,8293404.74589469,3695757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,9391,169239.864319926,566,1205,108725.151652336,,,,
"127",8288404.74589469,3695757.53433227,8293404.74589469,3690757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,20983,287515.898462314,855,1617,94659.8961982727,,,,
"104",8278404.74589469,3690757.53433227,8283404.74589469,3685757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,17025,200077.766179834,1124,1725,110610.405365944,,,,
"105",8278404.74589469,3685757.53433227,8283404.74589469,3680757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,10595,145602.808859362,646,1215,87722.6978173256,,,,
"106",8278404.74589469,3680757.53433227,8283404.74589469,3675757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,11988,143983.870368718,809,1274,86172.0798630714,,,,
"107",8278404.74589469,3675757.53433227,8283404.74589469,3670757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,11536,142888.329365544,522,998,82095.4571657181,,,,
"101",8278404.74589469,3705757.53433227,8283404.74589469,3700757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,7449,347542.716813291,1878,1858,276124.72951889,,,,
"113",8283404.74589469,3705757.53433227,8288404.74589469,3700757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,7004,290004.485891646,1446,1502,208472.866037369,,,,
"114",8283404.74589469,3700757.53433227,8288404.74589469,3695757.53433227,"104",PUNJAB,LAHORE,2.49228064269,DISTRICT,2.44603830281,2.44603830281,0.15983502124,11110,343636.585938079,1718,1223,207253.752754211,,,,
