Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Lahore,PM2.5 - Principal,2022-01-09 12:00 AM,2022,01,09,00,106.5,177,Unhealthy,109.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-09 01:00 AM,2022,01,09,01,123.3,186,Unhealthy,140.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-09 02:00 AM,2022,01,09,02,184.1,234,Very Unhealthy,245.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-09 03:00 AM,2022,01,09,03,184.6,235,Very Unhealthy,185.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-09 04:00 AM,2022,01,09,04,155.3,206,Very Unhealthy,126.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-09 05:00 AM,2022,01,09,05,133.1,191,Unhealthy,111.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-09 06:00 AM,2022,01,09,06,131.5,190,Unhealthy,130.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-09 07:00 AM,2022,01,09,07,139.2,194,Unhealthy,147.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-09 08:00 AM,2022,01,09,08,110.1,179,Unhealthy,81.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-09 09:00 AM,2022,01,09,09,81.0,164,Unhealthy,52.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-09 10:00 AM,2022,01,09,10,88.5,168,Unhealthy,96.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-09 11:00 AM,2022,01,09,11,76.2,162,Unhealthy,64.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-09 12:00 PM,2022,01,09,12,59.6,153,Unhealthy,43.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-09 01:00 PM,2022,01,09,13,48.7,134,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-09 02:00 PM,2022,01,09,14,41.8,117,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-09 03:00 PM,2022,01,09,15,40.4,113,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-09 04:00 PM,2022,01,09,16,35.6,101,Unhealthy for Sensitive Groups,31.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-09 05:00 PM,2022,01,09,17,35.8,102,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-09 06:00 PM,2022,01,09,18,46.4,128,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-09 07:00 PM,2022,01,09,19,56.1,151,Unhealthy,66.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-09 08:00 PM,2022,01,09,20,78.6,163,Unhealthy,101.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-09 09:00 PM,2022,01,09,21,103.8,176,Unhealthy,129.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-09 10:00 PM,2022,01,09,22,118.4,183,Unhealthy,133.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-09 11:00 PM,2022,01,09,23,121.7,185,Unhealthy,125.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-10 12:00 AM,2022,01,10,00,135.8,192,Unhealthy,150.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-10 01:00 AM,2022,01,10,01,168.9,219,Very Unhealthy,202.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-10 02:00 AM,2022,01,10,02,166.9,217,Very Unhealthy,165.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-10 03:00 AM,2022,01,10,03,169.5,220,Very Unhealthy,172.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-10 04:00 AM,2022,01,10,04,148.2,199,Unhealthy,127.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-10 05:00 AM,2022,01,10,05,142.1,196,Unhealthy,136.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-10 06:00 AM,2022,01,10,06,149.0,199,Unhealthy,156.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-10 07:00 AM,2022,01,10,07,164.5,215,Very Unhealthy,180.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-10 08:00 AM,2022,01,10,08,170.3,221,Very Unhealthy,185.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-10 09:00 AM,2022,01,10,09,176.3,227,Very Unhealthy,186.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-10 10:00 AM,2022,01,10,10,221.7,272,Very Unhealthy,263.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-10 11:00 AM,2022,01,10,11,253.8,304,Hazardous,286.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-10 12:00 PM,2022,01,10,12,296.9,347,Hazardous,340.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-10 01:00 PM,2022,01,10,13,326.4,376,Hazardous,356.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-10 02:00 PM,2022,01,10,14,327.7,378,Hazardous,329.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-10 03:00 PM,2022,01,10,15,315.9,366,Hazardous,304.0,UG/M3,1 Hr,Valid
Lahore,PM2.5 - Principal,2022-01-10 04:00 PM,2022,01,10,16,293.9,344,Hazardous,272.0,UG/M3,1 Hr,Valid
